case_id,cse_id,alert_id,created_at,investigation_started_at,closed_at,priority,investigation_summary,evidence_count,closure_reason,root_cause,remediation_status,reviewer_id
CSE-02-CASE-0008,CSE-02,CSE-02-ALT-0008,2026-08-08T16:28:00Z,2026-08-08T16:32:00Z,2026-08-08T17:44:00Z,Medium,"Investigated suspicious Malware activity on CSE-02-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-004,Completed,LEAD-REV-01
CSE-02-CASE-0009,CSE-02,CSE-02-ALT-0009,2026-08-30T01:05:00Z,2026-08-30T01:09:00Z,2026-08-30T02:04:00Z,High,"Investigated suspicious Identity/Credential Access activity on CSE-02-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-005,Completed,LEAD-REV-01
CSE-02-CASE-0010,CSE-02,CSE-02-ALT-0010,2026-08-07T10:26:00Z,2026-08-07T10:35:00Z,2026-08-07T11:48:00Z,Critical,"Investigated suspicious Data Exfiltration activity on CSE-02-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-001,Completed,LEAD-REV-01
CSE-02-CASE-0011,CSE-02,CSE-02-ALT-0011,2026-08-07T21:24:00Z,2026-08-07T21:25:00Z,2026-08-07T23:18:00Z,Medium,"Investigated suspicious Denial of Service activity on CSE-02-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-002,Completed,LEAD-REV-01
CSE-02-CASE-0012,CSE-02,CSE-02-ALT-0012,2026-08-01T19:19:00Z,2026-08-01T19:26:00Z,2026-08-01T20:48:00Z,High,"Investigated suspicious Denial of Service activity on CSE-02-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-003,Completed,LEAD-REV-01
CSE-02-CASE-0013,CSE-02,CSE-02-ALT-0013,2026-08-08T16:27:00Z,2026-08-08T16:34:00Z,2026-08-08T17:10:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-02-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-004,Completed,LEAD-REV-01
CSE-02-CASE-0014,CSE-02,CSE-02-ALT-0014,2026-08-06T22:58:00Z,2026-08-06T23:07:00Z,2026-08-07T00:57:00Z,Medium,"Investigated suspicious Identity/Credential Access activity on CSE-02-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-005,Completed,LEAD-REV-01
CSE-02-CASE-0015,CSE-02,CSE-02-ALT-0015,2026-08-20T05:01:00Z,2026-08-20T05:04:00Z,2026-08-20T06:35:00Z,Critical,"Investigated suspicious Malware activity on CSE-02-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-001,Completed,LEAD-REV-01
CSE-02-CASE-0016,CSE-02,CSE-02-ALT-0016,2026-08-09T20:20:00Z,2026-08-09T20:26:00Z,2026-08-09T21:58:00Z,Medium,"Investigated suspicious Identity/Credential Access activity on CSE-02-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-002,Completed,LEAD-REV-01
CSE-02-CASE-0017,CSE-02,CSE-02-ALT-0017,2026-08-25T21:16:00Z,2026-08-25T21:24:00Z,2026-08-25T22:06:00Z,Medium,"Investigated suspicious Denial of Service activity on CSE-02-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-003,Completed,LEAD-REV-01
CSE-02-CASE-0018,CSE-02,CSE-02-ALT-0018,2026-08-09T04:04:00Z,2026-08-09T04:05:00Z,2026-08-09T04:49:00Z,High,"Investigated suspicious Denial of Service activity on CSE-02-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-004,Completed,LEAD-REV-01
CSE-02-CASE-0019,CSE-02,CSE-02-ALT-0019,2026-08-20T12:15:00Z,2026-08-20T12:17:00Z,2026-08-20T13:55:00Z,Medium,"Investigated suspicious Identity/Credential Access activity on CSE-02-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-005,Completed,LEAD-REV-01
CSE-02-CASE-0020,CSE-02,CSE-02-ALT-0020,2026-08-23T16:49:00Z,2026-08-23T16:59:00Z,2026-08-23T17:50:00Z,Critical,"Investigated suspicious Lateral Movement activity on CSE-02-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-001,Completed,LEAD-REV-01
CSE-02-CASE-0021,CSE-02,CSE-02-ALT-0021,2026-08-10T11:37:00Z,2026-08-10T11:47:00Z,2026-08-10T12:56:00Z,High,"Investigated suspicious Malware activity on CSE-02-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-002,Completed,LEAD-REV-01
CSE-02-CASE-0022,CSE-02,CSE-02-ALT-0022,2026-08-23T14:04:00Z,2026-08-23T14:08:00Z,2026-08-23T16:04:00Z,Medium,"Investigated suspicious Privilege Escalation activity on CSE-02-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-003,Completed,LEAD-REV-01
CSE-02-CASE-0023,CSE-02,CSE-02-ALT-0023,2026-08-20T11:50:00Z,2026-08-20T11:56:00Z,2026-08-20T12:35:00Z,Medium,"Investigated suspicious Privilege Escalation activity on CSE-02-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-004,Completed,LEAD-REV-01
CSE-02-CASE-0024,CSE-02,CSE-02-ALT-0024,2026-08-12T10:32:00Z,2026-08-12T10:33:00Z,2026-08-12T11:55:00Z,High,"Investigated suspicious Reconnaissance activity on CSE-02-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-005,Completed,LEAD-REV-01
CSE-02-CASE-0025,CSE-02,CSE-02-ALT-0025,2026-08-14T19:40:00Z,2026-08-14T19:43:00Z,2026-08-14T21:18:00Z,Critical,"Investigated suspicious Denial of Service activity on CSE-02-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-001,Completed,LEAD-REV-01
CSE-02-CASE-0026,CSE-02,CSE-02-ALT-0026,2026-08-18T04:17:00Z,2026-08-18T04:25:00Z,2026-08-18T06:05:00Z,Medium,"Investigated suspicious Privilege Escalation activity on CSE-02-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-002,Completed,LEAD-REV-01
CSE-02-CASE-0027,CSE-02,CSE-02-ALT-0027,2026-08-19T16:20:00Z,2026-08-19T16:22:00Z,2026-08-19T17:31:00Z,High,"Investigated suspicious Denial of Service activity on CSE-02-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-003,Completed,LEAD-REV-01
CSE-02-CASE-0028,CSE-02,CSE-02-ALT-0028,2026-08-25T22:36:00Z,2026-08-25T22:42:00Z,2026-08-26T00:04:00Z,Medium,"Investigated suspicious Privilege Escalation activity on CSE-02-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-004,Completed,LEAD-REV-01
CSE-02-CASE-0029,CSE-02,CSE-02-ALT-0029,2026-08-06T23:13:00Z,2026-08-06T23:19:00Z,2026-08-07T00:26:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-02-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-005,Completed,LEAD-REV-01
CSE-02-CASE-0030,CSE-02,CSE-02-ALT-0030,2026-08-02T00:12:00Z,2026-08-02T00:19:00Z,2026-08-02T01:22:00Z,Critical,"Investigated suspicious Malware activity on CSE-02-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-001,Completed,LEAD-REV-01
CSE-02-CASE-0031,CSE-02,CSE-02-ALT-0031,2026-08-17T04:45:00Z,2026-08-17T04:46:00Z,2026-08-17T06:22:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-02-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-002,Completed,LEAD-REV-01
CSE-02-CASE-0032,CSE-02,CSE-02-ALT-0032,2026-08-14T06:15:00Z,2026-08-14T06:21:00Z,2026-08-14T08:09:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-02-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-003,Completed,LEAD-REV-01
CSE-02-CASE-0033,CSE-02,CSE-02-ALT-0033,2026-08-25T01:21:00Z,2026-08-25T01:26:00Z,2026-08-25T02:59:00Z,High,"Investigated suspicious Lateral Movement activity on CSE-02-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-004,Completed,LEAD-REV-01
CSE-02-CASE-0034,CSE-02,CSE-02-ALT-0034,2026-08-05T07:12:00Z,2026-08-05T07:21:00Z,2026-08-05T08:07:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-02-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-005,Completed,LEAD-REV-01
CSE-02-CASE-0035,CSE-02,CSE-02-ALT-0035,2026-08-08T07:30:00Z,2026-08-08T07:39:00Z,2026-08-08T09:25:00Z,Critical,"Investigated suspicious Lateral Movement activity on CSE-02-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-001,Completed,LEAD-REV-01
CSE-02-CASE-0036,CSE-02,CSE-02-ALT-0036,2026-08-27T14:18:00Z,2026-08-27T14:21:00Z,2026-08-27T15:44:00Z,High,"Investigated suspicious Identity/Credential Access activity on CSE-02-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-002,Completed,LEAD-REV-01
CSE-02-CASE-0037,CSE-02,CSE-02-ALT-0037,2026-08-18T12:17:00Z,2026-08-18T12:26:00Z,2026-08-18T13:03:00Z,Medium,"Investigated suspicious Malware activity on CSE-02-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-003,Completed,LEAD-REV-01
CSE-02-CASE-0038,CSE-02,CSE-02-ALT-0038,2026-08-28T23:06:00Z,2026-08-28T23:16:00Z,2026-08-28T23:47:00Z,Medium,"Investigated suspicious Denial of Service activity on CSE-02-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-004,Completed,LEAD-REV-01
CSE-02-CASE-0039,CSE-02,CSE-02-ALT-0039,2026-08-15T18:11:00Z,2026-08-15T18:19:00Z,2026-08-15T19:23:00Z,High,"Investigated suspicious Malware activity on CSE-02-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-005,Completed,LEAD-REV-01
CSE-02-CASE-0040,CSE-02,CSE-02-ALT-0040,2026-08-16T10:36:00Z,2026-08-16T10:39:00Z,2026-08-16T11:22:00Z,Critical,"Investigated suspicious Reconnaissance activity on CSE-02-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-001,Completed,LEAD-REV-01
CSE-02-CASE-0041,CSE-02,CSE-02-ALT-0041,2026-08-08T11:35:00Z,2026-08-08T11:45:00Z,2026-08-08T13:08:00Z,Medium,"Investigated suspicious Denial of Service activity on CSE-02-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-002,Completed,LEAD-REV-01
CSE-02-CASE-0042,CSE-02,CSE-02-ALT-0042,2026-08-13T22:58:00Z,2026-08-13T23:08:00Z,2026-08-14T00:16:00Z,High,"Investigated suspicious Data Exfiltration activity on CSE-02-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-003,Completed,LEAD-REV-01
CSE-02-CASE-0043,CSE-02,CSE-02-ALT-0043,2026-08-20T09:39:00Z,2026-08-20T09:43:00Z,2026-08-20T10:31:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-02-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-004,Completed,LEAD-REV-01
CSE-02-CASE-0044,CSE-02,CSE-02-ALT-0044,2026-08-22T10:10:00Z,2026-08-22T10:19:00Z,2026-08-22T11:12:00Z,Medium,"Investigated suspicious Identity/Credential Access activity on CSE-02-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-005,Completed,LEAD-REV-01
CSE-02-CASE-0045,CSE-02,CSE-02-ALT-0045,2026-08-14T22:44:00Z,2026-08-14T22:49:00Z,2026-08-15T00:24:00Z,Critical,"Investigated suspicious Privilege Escalation activity on CSE-02-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-001,Completed,LEAD-REV-01
CSE-02-CASE-0046,CSE-02,CSE-02-ALT-0046,2026-08-23T17:44:00Z,2026-08-23T17:46:00Z,2026-08-23T19:22:00Z,Medium,"Investigated suspicious Denial of Service activity on CSE-02-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-002,Completed,LEAD-REV-01
CSE-02-CASE-0047,CSE-02,CSE-02-ALT-0047,2026-08-27T04:37:00Z,2026-08-27T04:44:00Z,2026-08-27T05:42:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-02-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-003,Completed,LEAD-REV-01
CSE-02-CASE-0048,CSE-02,CSE-02-ALT-0048,2026-08-05T16:52:00Z,2026-08-05T16:53:00Z,2026-08-05T17:41:00Z,High,"Investigated suspicious Identity/Credential Access activity on CSE-02-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-004,Completed,LEAD-REV-01
CSE-02-CASE-0049,CSE-02,CSE-02-ALT-0049,2026-08-25T02:58:00Z,2026-08-25T03:00:00Z,2026-08-25T04:34:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-02-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-02-AST-005,Completed,LEAD-REV-01
